File Name,Estimated Clock Period,BRAM_18K,DSP,FF,LUT,URAM,BRAM_18K percentage,DSP percentage,FF percentage,LUT percentage
d_d_n_d_d_d_ar__ar_ap__ar,7.281,6,2,3970,1679,0,2.14285714285714,0.909090909090909,3.7312030075188,3.15601503759399
u_d_n_n_n_d_ar_ap__ap__ar,7.281,6,2,3970,1679,0,2.14285714285714,0.909090909090909,3.7312030075188,3.15601503759399
u_d_d_d_u_d_ar_ap_bs__ap__ar,7.281,6,2,3970,1679,0,2.14285714285714,0.909090909090909,3.7312030075188,3.15601503759399
u_n_d_u_d_d_ar_ap__ar__ar,7.281,6,2,3970,1679,0,2.14285714285714,0.909090909090909,3.7312030075188,3.15601503759399
d_d_n_u_u_d_not__ar__ar,7.281,6,2,3970,1679,0,2.14285714285714,0.909090909090909,3.7312030075188,3.15601503759399
d_u_d_n_u_d_ar_bs__ap__ar,7.281,6,2,3970,1679,0,2.14285714285714,0.909090909090909,3.7312030075188,3.15601503759399
n_d_n_n_u_d_not__ar__ar,7.281,6,2,3970,1679,0,2.14285714285714,0.909090909090909,3.7312030075188,3.15601503759399
u_u_d_d_p_n_not__not__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
u_n_d_d_u_u_ap__ar_ap__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
u_n_d_d_p_u_ar_ap__ar__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
d_d_n_d_n_u_ar_ap_bs__not__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
n_u_n_d_n_n_not__not__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
n_d_u_d_p_u_ar_ap__not__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
d_n_u_d_n_n_ar_ap__not__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
n_u_u_d_u_u_ar__ar__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
n_d_u_d_p_u_not__not__ar,7.04,6,1,3116,1681,0,2.14285714285714,0.454545454545455,2.92857142857143,3.15977443609023
u_d_p_n_n_u_ar_bs__ar_ap__ar_bs,7.04,7,4,1686,1682,0,2.5,1.81818181818182,1.58458646616541,3.16165413533835
u_n_d_d_n_d_bs__ap__ar,7.281,6,3,3973,1687,0,2.14285714285714,1.36363636363636,3.73402255639098,3.17105263157895
d_p_n_u_n_u_ar__ar__ar_bs,7.04,7,6,2138,1692,0,2.5,2.72727272727273,2.0093984962406,3.18045112781955
d_p_u_n_n_u_ap_bs__not__ar_bs,7.04,7,6,2138,1692,0,2.5,2.72727272727273,2.0093984962406,3.18045112781955
d_p_n_n_n_u_ap__not__ar_bs,7.04,7,6,2138,1692,0,2.5,2.72727272727273,2.0093984962406,3.18045112781955
n_n_d_u_d_p_bs__ap__ar_bs,7.04,7,3,2448,1698,0,2.5,1.36363636363636,2.30075187969925,3.19172932330827
u_d_d_n_d_p_bs__ar_ap__ar_bs,7.04,7,3,2448,1698,0,2.5,1.36363636363636,2.30075187969925,3.19172932330827
n_d_n_d_n_p_bs__ar__ar,7.04,6,3,3252,1700,0,2.14285714285714,1.36363636363636,3.05639097744361,3.19548872180451
d_p_u_n_n_u_ar__ar_ap__ar,7.04,6,6,2137,1701,0,2.14285714285714,2.72727272727273,2.00845864661654,3.19736842105263
n_d_u_d_d_p_not__ar_ap__ar_bs,7.04,7,2,2428,1711,0,2.5,0.909090909090909,2.28195488721804,3.21616541353383
u_u_n_d_p_p_ar__ar__ar_bs,7.04,7,1,3259,1715,0,2.5,0.454545454545455,3.06296992481203,3.22368421052632
d_u_d_n_p_p_not__ar__bs,7.04,7,4,2934,1726,0,2.5,1.81818181818182,2.75751879699248,3.24436090225564
n_d_d_n_n_p_ar_bs__ar__bs,7.04,7,4,2934,1726,0,2.5,1.81818181818182,2.75751879699248,3.24436090225564
d_n_d_p_u_p_ar_ap__ar_ap__not,7.04,6,4,2936,1728,0,2.14285714285714,1.81818181818182,2.7593984962406,3.24812030075188
d_d_d_d_n_p_not__not__ar,7.04,6,1,3251,1730,0,2.14285714285714,0.454545454545455,3.05545112781955,3.25187969924812
d_d_d_d_d_p_ap_bs__ar_ap__ar,7.04,6,2,3660,1761,0,2.14285714285714,0.909090909090909,3.43984962406015,3.31015037593985
u_n_u_n_d_p_ar_bs__not__ar,7.04,6,2,3660,1761,0,2.14285714285714,0.909090909090909,3.43984962406015,3.31015037593985
u_n_d_n_n_p_ar_bs__ar_ap__ar_bs,7.04,7,4,2320,1777,0,2.5,1.81818181818182,2.18045112781955,3.34022556390977
u_n_d_p_p_p_ar_bs__ar_ap__ar_bs,7.04,7,4,2320,1777,0,2.5,1.81818181818182,2.18045112781955,3.34022556390977
n_d_d_n_u_p_ar_ap_bs__ar_ap__ar_bs,7.04,7,4,2320,1777,0,2.5,1.81818181818182,2.18045112781955,3.34022556390977
n_d_d_p_n_u_ap_bs__ap__ar,7.04,6,4,2139,1781,0,2.14285714285714,1.81818181818182,2.01033834586466,3.34774436090226
d_n_d_u_p_u_ar_bs__ap__ar_bs,7.04,7,4,2592,1789,0,2.5,1.81818181818182,2.43609022556391,3.36278195488722
n_n_d_u_n_p_ar_ap_bs__ar_ap__ar,7.04,6,4,2312,1792,0,2.14285714285714,1.81818181818182,2.17293233082707,3.36842105263158
u_d_d_p_u_p_not__ar_ap__ar,7.04,6,4,2312,1792,0,2.14285714285714,1.81818181818182,2.17293233082707,3.36842105263158
n_n_d_u_p_p_ap__ar_ap__ar,7.04,6,4,2312,1792,0,2.14285714285714,1.81818181818182,2.17293233082707,3.36842105263158
d_n_d_p_u_p_bs__ap__ar,7.04,6,6,2752,1811,0,2.14285714285714,2.72727272727273,2.58646616541353,3.40413533834586
d_u_d_p_p_p_bs__ap__ar,7.04,6,6,2752,1811,0,2.14285714285714,2.72727272727273,2.58646616541353,3.40413533834586
n_u_d_p_p_u_ap__not__ar_bs,7.04,7,4,3066,1834,0,2.5,1.81818181818182,2.88157894736842,3.44736842105263
d_d_d_p_p_u_ap__not__ar_bs,7.04,7,4,3066,1834,0,2.5,1.81818181818182,2.88157894736842,3.44736842105263
d_u_n_n_d_p_ar_bs__not__ar_bs,7.04,7,2,3779,1837,0,2.5,0.909090909090909,3.55169172932331,3.45300751879699
n_n_u_u_d_p_ap__not__ar_bs,7.04,7,2,3779,1837,0,2.5,0.909090909090909,3.55169172932331,3.45300751879699
u_d_d_u_d_p_ar_bs__ar__ar_bs,7.04,7,2,3779,1837,0,2.5,0.909090909090909,3.55169172932331,3.45300751879699
d_d_d_n_u_p_ar_ap__ap__ar,7.04,6,4,2726,1847,0,2.14285714285714,1.81818181818182,2.56203007518797,3.4718045112782
n_n_d_p_n_n_ar__not__ar_bs,7.04,7,4,3028,1872,0,2.5,1.81818181818182,2.84586466165414,3.5187969924812
d_n_d_p_u_n_ar_bs__ar__ar_bs,7.04,7,4,3028,1872,0,2.5,1.81818181818182,2.84586466165414,3.5187969924812
d_d_d_p_n_u_ar__ar_ap__ar_bs,7.04,7,4,3028,1872,0,2.5,1.81818181818182,2.84586466165414,3.5187969924812
n_d_d_p_n_n_ap__not__ar_bs,7.04,7,4,3028,1872,0,2.5,1.81818181818182,2.84586466165414,3.5187969924812
n_u_d_n_u_p_ap__ar__ar_bs,7.04,7,4,3208,1877,0,2.5,1.81818181818182,3.01503759398496,3.5281954887218
n_d_d_u_p_p_not__ar__ar_bs,7.04,7,4,3208,1877,0,2.5,1.81818181818182,3.01503759398496,3.5281954887218
u_u_d_p_u_p_not__not__ar,7.04,6,4,3200,1892,0,2.14285714285714,1.81818181818182,3.00751879699248,3.55639097744361
u_n_d_u_p_p_ar_bs__not__ar,7.04,6,4,3200,1892,0,2.14285714285714,1.81818181818182,3.00751879699248,3.55639097744361
d_n_d_n_u_p_ar__not__ar,7.04,6,4,3200,1892,0,2.14285714285714,1.81818181818182,3.00751879699248,3.55639097744361
p_u_n_u_u_u_ar__ar_ap__ap_bs,7.04,8,12,1640,1902,0,2.85714285714286,5.45454545454545,1.54135338345865,3.57518796992481
p_u_n_u_u_u_ap__not__ap_bs,7.04,8,12,1640,1902,0,2.85714285714286,5.45454545454545,1.54135338345865,3.57518796992481
p_n_n_u_u_n_not__not__ap,7.04,6,12,1644,1904,0,2.14285714285714,5.45454545454545,1.54511278195489,3.57894736842105
p_u_n_u_n_u_not__not__ap,7.04,6,12,1644,1904,0,2.14285714285714,5.45454545454545,1.54511278195489,3.57894736842105
p_n_u_u_u_u_ap_bs__not__ar_ap,7.04,6,12,1644,1904,0,2.14285714285714,5.45454545454545,1.54511278195489,3.57894736842105
p_n_n_n_n_u_ar_bs__ap__ap,7.04,6,12,1644,1904,0,2.14285714285714,5.45454545454545,1.54511278195489,3.57894736842105
p_u_u_u_n_n_bs__ar_ap__ap_bs,7.04,8,12,1725,2004,0,2.85714285714286,5.45454545454545,1.62124060150376,3.76691729323308
p_n_u_u_u_n_bs__ar__ap,7.04,6,12,1729,2006,0,2.14285714285714,5.45454545454545,1.625,3.77067669172932
p_n_u_n_n_n_ar__not__bs,7.226,7,12,1641,2013,0,2.5,5.45454545454545,1.54229323308271,3.78383458646617
p_n_u_u_n_u_ap__not__bs,7.226,7,12,1641,2013,0,2.5,5.45454545454545,1.54229323308271,3.78383458646617
p_n_n_u_n_u_not__not__bs,7.226,7,12,1641,2013,0,2.5,5.45454545454545,1.54229323308271,3.78383458646617
p_n_u_n_n_n_ar_bs__ap__not,7.226,6,12,1643,2015,0,2.14285714285714,5.45454545454545,1.54417293233083,3.78759398496241
p_n_n_u_u_n_ar_bs__ar_ap__not,7.226,6,12,1643,2015,0,2.14285714285714,5.45454545454545,1.54417293233083,3.78759398496241
d_p_p_u_u_u_ar_ap_bs__ap__ar_ap_bs,7.04,8,12,2064,2018,0,2.85714285714286,5.45454545454545,1.93984962406015,3.79323308270677
n_d_p_p_p_u_ar_bs__ar_ap__ap_bs,7.041,8,10,2138,2039,0,2.85714285714286,4.54545454545455,2.0093984962406,3.83270676691729
u_d_p_u_p_u_ar__ap__ar_ap,7.041,6,10,2142,2041,0,2.14285714285714,4.54545454545455,2.01315789473684,3.83646616541353
u_d_p_p_p_n_ar_ap_bs__ap__ap,7.041,6,10,2142,2041,0,2.14285714285714,4.54545454545455,2.01315789473684,3.83646616541353
n_d_p_u_p_n_ap__ap__ar_ap,7.041,6,10,2142,2041,0,2.14285714285714,4.54545454545455,2.01315789473684,3.83646616541353
n_d_u_u_n_p_bs__ap__ap_bs,7.04,8,12,2259,2055,0,2.85714285714286,5.45454545454545,2.12312030075188,3.86278195488722
d_u_p_n_n_u_ar_ap__ar_ap__ar_ap_bs,7.04,8,12,2538,2063,0,2.85714285714286,5.45454545454545,2.38533834586466,3.87781954887218
d_u_p_n_u_u_ar__ar_ap__ap_bs,7.04,8,12,2538,2063,0,2.85714285714286,5.45454545454545,2.38533834586466,3.87781954887218
d_p_p_n_u_u_ap_bs__not__ar_ap,7.04,6,12,2542,2065,0,2.14285714285714,5.45454545454545,2.3890977443609,3.88157894736842
d_u_p_n_n_u_ap_bs__ar__ap,7.04,6,12,2542,2065,0,2.14285714285714,5.45454545454545,2.3890977443609,3.88157894736842
u_d_u_n_p_u_bs__ap__bs,7.04,7,12,2186,2091,0,2.5,5.45454545454545,2.05451127819549,3.93045112781955
u_d_u_u_n_p_ap__ap__ap_bs,7.041,8,10,2243,2092,0,2.85714285714286,4.54545454545455,2.10808270676692,3.93233082706767
u_d_n_p_p_p_ar_ap__ar_ap__ar_ap_bs,7.041,8,10,2243,2092,0,2.85714285714286,4.54545454545455,2.10808270676692,3.93233082706767
n_d_p_p_n_p_ar_ap__ap__ar_ap_bs,7.041,8,10,2243,2092,0,2.85714285714286,4.54545454545455,2.10808270676692,3.93233082706767
u_d_n_u_p_p_ar_bs__ap__ap_bs,7.041,8,10,2243,2092,0,2.85714285714286,4.54545454545455,2.10808270676692,3.93233082706767
u_d_p_p_p_n_bs__ap__not,7.04,6,12,2188,2093,0,2.14285714285714,5.45454545454545,2.05639097744361,3.93421052631579
u_d_u_p_p_n_bs__ap__not,7.04,6,12,2188,2093,0,2.14285714285714,5.45454545454545,2.05639097744361,3.93421052631579
n_d_u_n_p_p_ar_ap_bs__ar_ap__ap,7.041,6,10,2247,2094,0,2.14285714285714,4.54545454545455,2.11184210526316,3.93609022556391
d_d_n_p_p_u_not__ap__ar_ap_bs,7.041,8,10,2551,2094,0,2.85714285714286,4.54545454545455,2.39755639097744,3.93609022556391
n_d_n_p_u_u_not__ap__ar_ap_bs,7.041,8,10,2100,2115,0,2.85714285714286,4.54545454545455,1.97368421052632,3.97556390977444
u_d_p_p_u_n_ar_ap__ar_ap__ar_ap_bs,7.041,8,10,2100,2115,0,2.85714285714286,4.54545454545455,1.97368421052632,3.97556390977444
d_d_p_p_n_u_bs__ap__ap_bs,7.186,8,12,2541,2129,0,2.85714285714286,5.45454545454545,2.38815789473684,4.00187969924812
u_d_p_p_p_u_ap__not__ar_ap_bs,7.041,8,10,3025,2139,0,2.85714285714286,4.54545454545455,2.84304511278195,4.02067669172932
n_d_u_p_p_n_ar_ap_bs__ar__ar_ap_bs,7.041,8,10,3025,2139,0,2.85714285714286,4.54545454545455,2.84304511278195,4.02067669172932
n_d_n_p_p_u_ar_ap__ar_ap__bs,7.04,7,10,2172,2141,0,2.5,4.54545454545455,2.04135338345865,4.02443609022556
u_d_n_u_p_u_ar_ap_bs__ar_ap__bs,7.04,7,10,2172,2141,0,2.5,4.54545454545455,2.04135338345865,4.02443609022556
n_d_u_p_p_u_ar__ap__bs,7.04,7,10,2172,2141,0,2.5,4.54545454545455,2.04135338345865,4.02443609022556
u_d_p_p_p_n_not__ar_ap__bs,7.04,7,10,2172,2141,0,2.5,4.54545454545455,2.04135338345865,4.02443609022556
d_d_u_u_p_u_ar_bs__ar_ap__ap,7.041,6,10,3029,2141,0,2.14285714285714,4.54545454545455,2.8468045112782,4.02443609022556
n_d_u_p_p_u_ap_bs__not__ap,7.041,6,10,3029,2141,0,2.14285714285714,4.54545454545455,2.8468045112782,4.02443609022556
d_d_u_n_p_n_ap__ar_ap__ap,7.041,6,10,3029,2141,0,2.14285714285714,4.54545454545455,2.8468045112782,4.02443609022556
u_d_u_n_p_u_ap__ar__ar_ap,7.041,6,10,3029,2141,0,2.14285714285714,4.54545454545455,2.8468045112782,4.02443609022556
u_d_u_p_p_u_ar_ap__ar__ap,7.041,6,10,3029,2141,0,2.14285714285714,4.54545454545455,2.8468045112782,4.02443609022556
n_d_p_n_p_u_ar_ap__not__ar_ap,7.041,6,10,3029,2141,0,2.14285714285714,4.54545454545455,2.8468045112782,4.02443609022556
n_d_p_n_p_n_ap__ar_ap__not,7.04,6,10,2174,2143,0,2.14285714285714,4.54545454545455,2.04323308270677,4.0281954887218
u_d_n_n_n_p_bs__ar_ap__bs,7.04,7,12,2291,2148,0,2.5,5.45454545454545,2.1531954887218,4.03759398496241
d_d_n_n_u_p_ar_ap_bs__ap__ap,7.041,6,10,2660,2149,0,2.14285714285714,4.54545454545455,2.5,4.03947368421053
d_d_u_u_n_p_ap__ap__ap,7.041,6,10,2660,2149,0,2.14285714285714,4.54545454545455,2.5,4.03947368421053
n_d_u_p_n_p_bs__ar_ap__not,7.04,6,12,2293,2150,0,2.14285714285714,5.45454545454545,2.15507518796992,4.04135338345865
d_p_p_u_n_n_ap__ar__bs,7.04,7,12,2568,2152,0,2.5,5.45454545454545,2.41353383458647,4.04511278195489
d_u_p_n_n_n_ap_bs__ar__not,7.04,6,12,2570,2154,0,2.14285714285714,5.45454545454545,2.41541353383459,4.04887218045113
d_n_p_n_n_n_ap_bs__ar__not,7.04,6,12,2570,2154,0,2.14285714285714,5.45454545454545,2.41541353383459,4.04887218045113
d_d_p_p_n_p_bs__ar__ap_bs,7.04,8,12,3134,2155,0,2.85714285714286,5.45454545454545,2.94548872180451,4.05075187969925
u_d_p_n_n_p_bs__ar__ar_ap,7.04,6,12,3138,2157,0,2.14285714285714,5.45454545454545,2.94924812030075,4.05451127819549
p_u_u_n_u_u_ar_ap_bs__ar_ap__ar_bs,7.04,7,12,1911,2170,0,2.5,5.45454545454545,1.79605263157895,4.07894736842105
p_u_n_n_u_u_ar_bs__ap__ar_bs,7.04,7,12,1911,2170,0,2.5,5.45454545454545,1.79605263157895,4.07894736842105
d_d_u_p_u_u_not__ap__ar_ap,7.041,6,10,2517,2172,0,2.14285714285714,4.54545454545455,2.3656015037594,4.08270676691729
d_u_p_u_n_u_bs__ar__bs,7.206,7,12,2580,2176,0,2.5,5.45454545454545,2.42481203007519,4.09022556390977
u_d_u_p_u_n_bs__ar__ap,7.186,6,12,3007,2176,0,2.14285714285714,5.45454545454545,2.82612781954887,4.09022556390977
p_u_u_n_u_u_ar_ap__ar_ap__ar,7.04,6,12,1910,2185,0,2.14285714285714,5.45454545454545,1.79511278195489,4.10714285714286
u_d_p_u_p_p_ap__not__ap_bs,7.041,8,10,3130,2192,0,2.85714285714286,4.54545454545455,2.94172932330827,4.1203007518797
d_d_p_u_u_p_ar_ap_bs__ar_ap__ar_ap_bs,7.041,8,10,3130,2192,0,2.85714285714286,4.54545454545455,2.94172932330827,4.1203007518797
u_d_p_n_n_p_ap_bs__not__ap_bs,7.041,8,10,3130,2192,0,2.85714285714286,4.54545454545455,2.94172932330827,4.1203007518797
d_d_p_u_u_p_ar_bs__ar_ap__ar_ap_bs,7.041,8,10,3130,2192,0,2.85714285714286,4.54545454545455,2.94172932330827,4.1203007518797
n_d_u_n_u_p_not__ar__ar_ap_bs,7.041,8,10,3130,2192,0,2.85714285714286,4.54545454545455,2.94172932330827,4.1203007518797
u_d_p_n_p_u_bs__ar__not,7.04,6,12,3063,2193,0,2.14285714285714,5.45454545454545,2.87875939849624,4.12218045112782
n_d_p_u_u_p_ar_ap__ar__ar_ap,7.041,6,10,3134,2194,0,2.14285714285714,4.54545454545455,2.94548872180451,4.12406015037594
n_d_n_p_p_p_ar__ar__ap,7.041,6,10,3134,2194,0,2.14285714285714,4.54545454545455,2.94548872180451,4.12406015037594
d_d_n_u_n_p_ar_ap_bs__not__ap,7.041,6,10,3134,2194,0,2.14285714285714,4.54545454545455,2.94548872180451,4.12406015037594
d_d_u_n_p_p_ar_ap__ar_ap__ar_ap,7.041,6,10,3134,2194,0,2.14285714285714,4.54545454545455,2.94548872180451,4.12406015037594
n_d_p_n_u_p_ap_bs__ar__ap,7.041,6,10,3134,2194,0,2.14285714285714,4.54545454545455,2.94548872180451,4.12406015037594
n_d_p_p_n_p_ar__ar__ap,7.041,6,10,3134,2194,0,2.14285714285714,4.54545454545455,2.94548872180451,4.12406015037594
u_d_p_u_p_p_ar_bs__ap__not,7.04,6,10,2279,2196,0,2.14285714285714,4.54545454545455,2.14191729323308,4.12781954887218
u_d_u_p_u_p_ar_bs__ar_ap__not,7.04,6,10,2279,2196,0,2.14285714285714,4.54545454545455,2.14191729323308,4.12781954887218
d_d_n_p_n_u_ar_ap__ar_ap__ap_bs,7.041,8,10,2987,2215,0,2.85714285714286,4.54545454545455,2.80733082706767,4.16353383458647
d_d_p_p_u_n_ar__ar__ar_ap_bs,7.041,8,10,2987,2215,0,2.85714285714286,4.54545454545455,2.80733082706767,4.16353383458647
n_d_p_p_n_n_ap__not__ar_ap,7.041,6,10,2991,2217,0,2.14285714285714,4.54545454545455,2.81109022556391,4.16729323308271
u_d_u_p_n_u_ar_ap_bs__not__ar_ap,7.041,6,10,2991,2217,0,2.14285714285714,4.54545454545455,2.81109022556391,4.16729323308271
u_d_p_p_u_u_ap_bs__not__ar_ap,7.041,6,10,2991,2217,0,2.14285714285714,4.54545454545455,2.81109022556391,4.16729323308271
u_d_n_p_n_u_ar_ap_bs__ap__not,7.04,6,10,2136,2219,0,2.14285714285714,4.54545454545455,2.00751879699248,4.17105263157895
d_d_p_n_p_n_ar__ar__bs,7.04,7,10,3059,2241,0,2.5,4.54545454545455,2.875,4.21240601503759
n_d_p_n_p_u_ar_ap__not__bs,7.04,7,10,3059,2241,0,2.5,4.54545454545455,2.875,4.21240601503759
n_d_n_n_p_n_ar_bs__not__not,7.04,6,10,3061,2243,0,2.14285714285714,4.54545454545455,2.87687969924812,4.21616541353384
u_d_n_n_p_u_ar__ar__not,7.04,6,10,3061,2243,0,2.14285714285714,4.54545454545455,2.87687969924812,4.21616541353384
d_d_p_u_n_p_ap_bs__ap__bs,7.04,7,10,2690,2249,0,2.5,4.54545454545455,2.5281954887218,4.22744360902256
d_d_p_p_u_p_ap__ap__bs,7.04,7,10,2690,2249,0,2.5,4.54545454545455,2.5281954887218,4.22744360902256
u_d_u_p_u_p_bs__not__not,7.04,6,12,3168,2250,0,2.14285714285714,5.45454545454545,2.97744360902256,4.22932330827068
n_d_p_n_p_p_bs__not__not,7.04,6,12,3168,2250,0,2.14285714285714,5.45454545454545,2.97744360902256,4.22932330827068
u_d_n_p_u_u_bs__not__not,7.186,6,12,3037,2269,0,2.14285714285714,5.45454545454545,2.85432330827068,4.26503759398496
u_d_n_p_u_p_ar_ap__not__bs,7.04,7,10,3164,2294,0,2.5,4.54545454545455,2.97368421052632,4.31203007518797
u_d_u_n_u_p_ar_ap_bs__ar__bs,7.04,7,10,3164,2294,0,2.5,4.54545454545455,2.97368421052632,4.31203007518797
u_d_n_p_u_p_ap_bs__ar__bs,7.04,7,10,3164,2294,0,2.5,4.54545454545455,2.97368421052632,4.31203007518797
u_d_p_n_p_p_ap_bs__ar__bs,7.04,7,10,3164,2294,0,2.5,4.54545454545455,2.97368421052632,4.31203007518797
d_d_n_u_n_p_ar_bs__not__not,7.04,6,10,3166,2296,0,2.14285714285714,4.54545454545455,2.97556390977444,4.31578947368421
n_d_p_p_n_p_ar_bs__ar__not,7.04,6,10,3166,2296,0,2.14285714285714,4.54545454545455,2.97556390977444,4.31578947368421
u_d_n_u_p_u_ar_ap_bs__ar_ap__ar,7.041,6,10,2407,2316,0,2.14285714285714,4.54545454545455,2.26221804511278,4.35338345864662
u_d_p_p_n_u_not__ar__bs,7.04,7,10,3021,2317,0,2.5,4.54545454545455,2.83928571428571,4.35526315789474
d_p_p_u_u_u_bs__ap__ar,7.206,6,12,2358,2319,0,2.14285714285714,5.45454545454545,2.21616541353383,4.35902255639098
d_d_n_p_u_n_ar__ar__not,7.04,6,10,3023,2319,0,2.14285714285714,4.54545454545455,2.84116541353383,4.35902255639098
n_d_n_n_n_p_ap_bs__ap__ar_bs,7.041,7,10,2550,2345,0,2.5,4.54545454545455,2.39661654135338,4.40789473684211
u_d_u_n_p_p_ar_bs__ap__ar,7.041,6,10,2542,2360,0,2.14285714285714,4.54545454545455,2.3890977443609,4.43609022556391
d_d_n_p_p_u_not__ap__ar_bs,7.041,7,10,2822,2362,0,2.5,4.54545454545455,2.65225563909774,4.43984962406015
d_d_p_u_p_n_bs__ar_ap__ar_bs,7.04,7,12,3300,2367,0,2.5,5.45454545454545,3.1015037593985,4.44924812030075
n_d_u_u_p_n_ar_ap__ar__ar_bs,7.041,7,10,3296,2407,0,2.5,4.54545454545455,3.09774436090226,4.52443609022556
n_d_p_p_p_n_ar__not__ar_bs,7.041,7,10,3296,2407,0,2.5,4.54545454545455,3.09774436090226,4.52443609022556
d_d_u_n_p_u_ar__ar__ar,7.041,6,10,3295,2416,0,2.14285714285714,4.54545454545455,3.0968045112782,4.54135338345865
d_d_p_p_p_u_ap_bs__not__ar,7.041,6,10,3295,2416,0,2.14285714285714,4.54545454545455,3.0968045112782,4.54135338345865
n_d_n_n_n_p_bs__ar__ar,7.04,6,12,3434,2423,0,2.14285714285714,5.45454545454545,3.22744360902256,4.55451127819549
d_d_u_n_u_p_bs__not__ar,7.04,6,12,3434,2423,0,2.14285714285714,5.45454545454545,3.22744360902256,4.55451127819549
n_d_n_n_u_p_ap_bs__ar__ar_bs,7.041,7,10,3438,2445,0,2.5,4.54545454545455,3.2312030075188,4.59586466165414
n_d_p_p_p_p_ap__not__ar_bs,7.041,7,10,3438,2445,0,2.5,4.54545454545455,3.2312030075188,4.59586466165414
u_d_n_u_n_p_not__ar__ar,7.041,6,10,3430,2460,0,2.14285714285714,4.54545454545455,3.22368421052632,4.62406015037594
n_d_u_u_p_p_ap_bs__not__ar,7.041,6,10,3430,2460,0,2.14285714285714,4.54545454545455,3.22368421052632,4.62406015037594
d_d_n_p_n_n_ar_ap_bs__ar__ar_bs,7.041,7,10,3258,2483,0,2.5,4.54545454545455,3.06203007518797,4.66729323308271
d_d_u_p_n_u_ar_bs__not__ar,7.041,6,10,3257,2492,0,2.14285714285714,4.54545454545455,3.06109022556391,4.68421052631579
u_p_n_n_n_n_ap_bs__ar__ar_ap_bs,7.117,8,20,2345,2508,0,2.85714285714286,9.09090909090909,2.20394736842105,4.71428571428571
u_p_u_n_u_n_ap__not__ap_bs,7.117,8,20,2345,2508,0,2.85714285714286,9.09090909090909,2.20394736842105,4.71428571428571
n_p_u_n_u_u_ar__ar__ap_bs,7.117,8,20,2345,2508,0,2.85714285714286,9.09090909090909,2.20394736842105,4.71428571428571
p_p_u_n_u_u_ap_bs__ar__ap_bs,7.117,8,20,2345,2508,0,2.85714285714286,9.09090909090909,2.20394736842105,4.71428571428571
u_p_u_u_n_u_ar__ar__ap_bs,7.117,8,20,2345,2508,0,2.85714285714286,9.09090909090909,2.20394736842105,4.71428571428571
n_p_u_n_u_u_ap_bs__ar_ap__ar_ap,7.117,6,20,2349,2510,0,2.14285714285714,9.09090909090909,2.20770676691729,4.71804511278196
n_p_n_n_n_n_ar_bs__ar__ap,7.117,6,20,2349,2510,0,2.14285714285714,9.09090909090909,2.20770676691729,4.71804511278196
n_p_n_n_u_n_ap_bs__ar_ap__ar_ap,7.117,6,20,2349,2510,0,2.14285714285714,9.09090909090909,2.20770676691729,4.71804511278196
n_p_u_u_u_u_bs__ap__ap,7.092,6,20,2446,2616,0,2.14285714285714,9.09090909090909,2.29887218045113,4.91729323308271
u_p_u_n_n_n_bs__ar_ap__ar_ap,7.092,6,20,2446,2616,0,2.14285714285714,9.09090909090909,2.29887218045113,4.91729323308271
n_p_u_n_n_u_ar_ap__ap__bs,7.226,7,20,2351,2619,0,2.5,9.09090909090909,2.20958646616541,4.92293233082707
u_p_u_u_n_n_ar_ap__ar_ap__bs,7.226,7,20,2351,2619,0,2.5,9.09090909090909,2.20958646616541,4.92293233082707
u_p_n_u_n_u_ap__ap__not,7.226,6,20,2353,2621,0,2.14285714285714,9.09090909090909,2.21146616541353,4.92669172932331
d_u_u_n_p_n_ar_ap_bs__ap__ar_ap_bs,7.226,8,20,2788,2649,0,2.85714285714286,9.09090909090909,2.6203007518797,4.97932330827068
d_u_p_u_p_u_ar_ap__ap__ar_ap,7.226,6,20,2792,2651,0,2.14285714285714,9.09090909090909,2.62406015037594,4.98308270676692
d_p_p_p_p_u_ar_bs__not__ap_bs,7.226,8,20,3262,2694,0,2.85714285714286,9.09090909090909,3.06578947368421,5.06390977443609
d_p_n_u_p_u_not__ar__ap_bs,7.226,8,20,3262,2694,0,2.85714285714286,9.09090909090909,3.06578947368421,5.06390977443609
d_n_p_p_p_n_ar_ap__ar_ap__ap_bs,7.226,8,20,3262,2694,0,2.85714285714286,9.09090909090909,3.06578947368421,5.06390977443609
d_p_n_u_p_u_ar_ap__not__ap_bs,7.226,8,20,3262,2694,0,2.85714285714286,9.09090909090909,3.06578947368421,5.06390977443609
