File Name,Estimated Clock Period,BRAM_18K,DSP,FF,LUT,URAM,BRAM_18K percentage,DSP percentage,FF percentage,LUT percentage
d_p_u_n_p_u_ar_ap__ar_ap__ap,7.226,6,20,3266,2696,0,2.14285714285714,9.09090909090909,3.06954887218045,5.06766917293233
d_u_n_p_p_n_not__ar__ap,7.226,6,20,3266,2696,0,2.14285714285714,9.09090909090909,3.06954887218045,5.06766917293233
d_n_p_p_p_n_ar_ap_bs__ar__ap,7.226,6,20,3266,2696,0,2.14285714285714,9.09090909090909,3.06954887218045,5.06766917293233
d_n_p_n_p_n_ap_bs__ar_ap__ap,7.226,6,20,3266,2696,0,2.14285714285714,9.09090909090909,3.06954887218045,5.06766917293233
d_n_p_n_p_u_ap_bs__ar__ap,7.226,6,20,3266,2696,0,2.14285714285714,9.09090909090909,3.06954887218045,5.06766917293233
d_p_p_p_p_n_ar_ap_bs__ar_ap__ap,7.226,6,20,3266,2696,0,2.14285714285714,9.09090909090909,3.06954887218045,5.06766917293233
d_n_p_n_p_p_ar_ap_bs__ap__ar_ap_bs,7.226,8,20,2893,2714,0,2.85714285714286,9.09090909090909,2.71898496240601,5.1015037593985
d_p_u_u_n_p_ar_bs__ap__ar_ap_bs,7.226,8,20,2893,2714,0,2.85714285714286,9.09090909090909,2.71898496240601,5.1015037593985
d_n_p_p_u_p_ar_bs__ap__ar_ap_bs,7.226,8,20,2893,2714,0,2.85714285714286,9.09090909090909,2.71898496240601,5.1015037593985
d_u_n_u_n_p_ar_bs__ap__ar_ap_bs,7.226,8,20,2893,2714,0,2.85714285714286,9.09090909090909,2.71898496240601,5.1015037593985
d_u_u_p_p_p_ap__ap__ar_ap,7.226,6,20,2897,2716,0,2.14285714285714,9.09090909090909,2.72274436090226,5.10526315789474
d_n_p_u_p_n_ar_ap_bs__ap__bs,7.226,7,20,2823,2724,0,2.5,9.09090909090909,2.6531954887218,5.1203007518797
d_u_p_p_p_n_ap__ap__not,7.226,6,20,2825,2726,0,2.14285714285714,9.09090909090909,2.65507518796992,5.12406015037594
d_u_p_n_n_p_bs__ap__ap_bs,7.226,8,20,2917,2726,0,2.85714285714286,9.09090909090909,2.74154135338346,5.12406015037594
n_u_u_u_u_u_bs__ar_ap__not,7.226,6,20,2450,2727,0,2.14285714285714,9.09090909090909,2.30263157894737,5.12593984962406
d_p_n_p_n_p_not__ar_ap__ap_bs,7.226,8,20,3367,2759,0,2.85714285714286,9.09090909090909,3.16447368421053,5.18609022556391
d_u_u_p_u_p_ar_ap__ar_ap__ap_bs,7.226,8,20,3367,2759,0,2.85714285714286,9.09090909090909,3.16447368421053,5.18609022556391
d_u_p_p_p_p_ar__ar_ap__ap_bs,7.226,8,20,3367,2759,0,2.85714285714286,9.09090909090909,3.16447368421053,5.18609022556391
d_p_p_u_u_p_ar__ar_ap__ap_bs,7.226,8,20,3367,2759,0,2.85714285714286,9.09090909090909,3.16447368421053,5.18609022556391
d_n_n_n_p_p_ap_bs__ar__ar_ap_bs,7.226,8,20,3367,2759,0,2.85714285714286,9.09090909090909,3.16447368421053,5.18609022556391
d_p_u_u_p_p_ar__not__ar_ap_bs,7.226,8,20,3367,2759,0,2.85714285714286,9.09090909090909,3.16447368421053,5.18609022556391
d_u_u_p_p_p_ar_ap_bs__ar__ar_ap,7.226,6,20,3371,2761,0,2.14285714285714,9.09090909090909,3.16823308270677,5.18984962406015
d_u_p_n_p_p_not__ar__ap,7.226,6,20,3371,2761,0,2.14285714285714,9.09090909090909,3.16823308270677,5.18984962406015
d_p_n_p_n_p_not__ar__ar_ap,7.226,6,20,3371,2761,0,2.14285714285714,9.09090909090909,3.16823308270677,5.18984962406015
d_p_u_n_p_p_ar_ap__ar__ap,7.226,6,20,3371,2761,0,2.14285714285714,9.09090909090909,3.16823308270677,5.18984962406015
d_n_u_n_u_p_ar_ap__ar_ap__ar_ap,7.226,6,20,3371,2761,0,2.14285714285714,9.09090909090909,3.16823308270677,5.18984962406015
d_n_u_u_p_u_ap__ar_ap__bs,7.226,7,20,3297,2769,0,2.5,9.09090909090909,3.09868421052632,5.20488721804511
d_n_n_n_p_n_ar_bs__ar_ap__bs,7.226,7,20,3297,2769,0,2.5,9.09090909090909,3.09868421052632,5.20488721804511
d_u_n_p_u_u_ap_bs__ar_ap__ar_ap_bs,7.092,8,20,3238,2770,0,2.85714285714286,9.09090909090909,3.04323308270677,5.20676691729323
d_u_n_p_u_u_ar_ap__ar__ar_ap_bs,7.092,8,20,3238,2770,0,2.85714285714286,9.09090909090909,3.04323308270677,5.20676691729323
d_n_n_p_n_u_ap_bs__ar__ap_bs,7.092,8,20,3238,2770,0,2.85714285714286,9.09090909090909,3.04323308270677,5.20676691729323
d_n_n_u_p_n_ar__not__not,7.226,6,20,3299,2771,0,2.14285714285714,9.09090909090909,3.10056390977444,5.20864661654135
d_u_u_u_p_n_ap__ar__not,7.226,6,20,3299,2771,0,2.14285714285714,9.09090909090909,3.10056390977444,5.20864661654135
d_u_p_n_p_u_ar__not__not,7.226,6,20,3299,2771,0,2.14285714285714,9.09090909090909,3.10056390977444,5.20864661654135
d_p_p_p_p_u_not__not__not,7.226,6,20,3299,2771,0,2.14285714285714,9.09090909090909,3.10056390977444,5.20864661654135
d_n_u_p_n_n_not__ar_ap__ar_ap,7.092,6,20,3242,2772,0,2.14285714285714,9.09090909090909,3.04699248120301,5.21052631578947
d_n_n_p_u_n_ar__ar_ap__ar_ap,7.092,6,20,3242,2772,0,2.14285714285714,9.09090909090909,3.04699248120301,5.21052631578947
d_u_n_p_u_n_ap__not__ar_ap,7.092,6,20,3242,2772,0,2.14285714285714,9.09090909090909,3.04699248120301,5.21052631578947
d_p_n_p_u_u_ap__ar_ap__ap,7.092,6,20,3242,2772,0,2.14285714285714,9.09090909090909,3.04699248120301,5.21052631578947
d_n_u_p_n_p_bs__ar__ap,7.226,6,20,3383,2773,0,2.14285714285714,9.09090909090909,3.17951127819549,5.21240601503759
n_p_n_n_u_n_ar_bs__ar_ap__ar_bs,7.117,7,20,2616,2780,0,2.5,9.09090909090909,2.45864661654135,5.22556390977444
p_p_u_u_u_u_not__ap__ar_bs,7.117,7,20,2616,2780,0,2.5,9.09090909090909,2.45864661654135,5.22556390977444
n_p_n_u_n_n_ap__ap__ar_bs,7.117,7,20,2616,2780,0,2.5,9.09090909090909,2.45864661654135,5.22556390977444
d_u_u_n_p_u_bs__ar_ap__not,7.226,6,20,3311,2783,0,2.14285714285714,9.09090909090909,3.11184210526316,5.2312030075188
n_p_n_u_n_n_ar__ap__ar,7.117,6,20,2615,2791,0,2.14285714285714,9.09090909090909,2.45770676691729,5.24624060150376
d_p_u_u_p_p_bs__ap__not,7.226,6,20,2954,2803,0,2.14285714285714,9.09090909090909,2.77631578947368,5.2687969924812
d_p_n_u_n_p_ap__ar_ap__bs,7.226,7,20,3402,2834,0,2.5,9.09090909090909,3.19736842105263,5.32706766917293
d_u_n_p_p_p_ar_ap_bs__not__not,7.226,6,20,3404,2836,0,2.14285714285714,9.09090909090909,3.19924812030075,5.33082706766917
d_u_n_n_n_p_ar_ap_bs__ar__not,7.226,6,20,3404,2836,0,2.14285714285714,9.09090909090909,3.19924812030075,5.33082706766917
d_n_n_p_n_u_ar_ap_bs__ar_ap__bs,7.092,7,20,3273,2845,0,2.5,9.09090909090909,3.07612781954887,5.34774436090226
d_u_n_p_u_n_ar_ap__ar__bs,7.092,7,20,3273,2845,0,2.5,9.09090909090909,3.07612781954887,5.34774436090226
d_p_u_p_u_u_ar_bs__ar__not,7.092,6,20,3275,2847,0,2.14285714285714,9.09090909090909,3.07800751879699,5.3515037593985
d_u_n_p_n_n_ar_ap_bs__ar_ap__not,7.092,6,20,3275,2847,0,2.14285714285714,9.09090909090909,3.07800751879699,5.3515037593985
d_p_u_p_u_n_ar_ap_bs__ar_ap__not,7.092,6,20,3275,2847,0,2.14285714285714,9.09090909090909,3.07800751879699,5.3515037593985
d_u_p_n_p_n_ap__ap__ar_bs,7.226,7,20,3059,2915,0,2.5,9.09090909090909,2.875,5.47932330827068
d_n_p_p_p_u_ar_bs__ap__ar,7.226,6,20,3058,2926,0,2.14285714285714,9.09090909090909,2.87406015037594,5.5
d_n_p_p_p_u_ar_ap__ar__ar_bs,7.226,7,20,3533,2960,0,2.5,9.09090909090909,3.32048872180451,5.56390977443609
d_p_n_p_p_n_ar__ar__ar_bs,7.226,7,20,3533,2960,0,2.5,9.09090909090909,3.32048872180451,5.56390977443609
d_u_u_u_p_n_ar__not__ar,7.226,6,20,3532,2971,0,2.14285714285714,9.09090909090909,3.31954887218045,5.58458646616541
d_p_p_u_p_n_ap_bs__ar_ap__ar,7.226,6,20,3532,2971,0,2.14285714285714,9.09090909090909,3.31954887218045,5.58458646616541
d_u_p_n_n_p_ap__ap__ar,7.226,6,20,3193,2982,0,2.14285714285714,9.09090909090909,3.00093984962406,5.60526315789474
d_u_u_p_u_p_ar__ar_ap__ar_bs,7.226,7,20,3675,3012,0,2.5,9.09090909090909,3.45394736842105,5.66165413533835
d_u_u_u_p_p_ar__not__ar_bs,7.226,7,20,3675,3012,0,2.5,9.09090909090909,3.45394736842105,5.66165413533835
d_n_u_u_p_p_not__ar_ap__ar_bs,7.226,7,20,3675,3012,0,2.5,9.09090909090909,3.45394736842105,5.66165413533835
d_p_p_u_p_p_not__ar__ar_bs,7.226,7,20,3675,3012,0,2.5,9.09090909090909,3.45394736842105,5.66165413533835
d_p_n_u_u_p_ar__not__ar,7.226,6,20,3667,3027,0,2.14285714285714,9.09090909090909,3.44642857142857,5.68984962406015
d_n_n_p_n_p_ap_bs__ar_ap__ar,7.226,6,20,3667,3027,0,2.14285714285714,9.09090909090909,3.44642857142857,5.68984962406015
d_p_p_p_n_p_ar_bs__ar__ar,7.226,6,20,3667,3027,0,2.14285714285714,9.09090909090909,3.44642857142857,5.68984962406015
d_p_u_n_n_p_ar__not__ar,7.226,6,20,3667,3027,0,2.14285714285714,9.09090909090909,3.44642857142857,5.68984962406015
d_n_p_n_u_p_not__not__ar,7.226,6,20,3667,3027,0,2.14285714285714,9.09090909090909,3.44642857142857,5.68984962406015
d_u_n_p_u_n_ar_ap__not__ar,7.092,6,20,3508,3047,0,2.14285714285714,9.09090909090909,3.29699248120301,5.72744360902256
n_n_u_u_u_u_ar_ap_bs__ar_ap__ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
n_u_p_u_n_n_ar__not__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
p_n_p_u_u_u_not__ar__ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
u_n_p_u_u_n_ar_ap__not__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
p_n_p_n_n_u_ar__ar__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
p_u_p_u_u_u_ar_bs__ar__ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
n_p_p_n_n_n_ar_bs__not__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
u_n_u_u_u_u_ar_bs__ar__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
p_u_p_n_n_u_ap__ar_ap__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
u_u_p_n_n_n_ar_bs__ap__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
n_n_p_n_u_n_ar__ar__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
p_n_p_n_n_u_ar__ar_ap__ar_ap_bs,7.275,8,30,3285,3276,0,2.85714285714286,13.6363636363636,3.08740601503759,6.15789473684211
u_n_p_n_u_u_ar_bs__ar_ap__ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
u_u_p_u_u_n_ar_ap__ar_ap__ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
u_p_p_n_n_u_ar_ap_bs__ar__ar_ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
n_u_p_n_u_n_ar_ap_bs__ap__ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
p_u_p_u_u_u_ap_bs__ar__ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
p_p_p_u_u_n_ar_bs__ap__ar_ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
p_u_p_n_n_n_not__ap__ar_ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
n_p_p_u_n_n_ap__ap__ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
u_n_p_u_n_n_ap__ar__ar_ap,7.275,6,30,3289,3278,0,2.14285714285714,13.6363636363636,3.09116541353383,6.16165413533835
n_p_p_n_n_u_bs__not__ar_ap_bs,7.275,8,30,3382,3382,0,2.85714285714286,13.6363636363636,3.17857142857143,6.35714285714286
p_p_p_n_u_n_bs__ar__ar_ap_bs,7.275,8,30,3382,3382,0,2.85714285714286,13.6363636363636,3.17857142857143,6.35714285714286
n_p_p_n_n_n_ar_bs__ar_ap__bs,7.275,7,30,3285,3387,0,2.5,13.6363636363636,3.08740601503759,6.36654135338346
p_u_p_n_n_n_ar_ap_bs__ar_ap__bs,7.275,7,30,3285,3387,0,2.5,13.6363636363636,3.08740601503759,6.36654135338346
n_n_p_n_u_u_ar_ap_bs__ar__bs,7.275,7,30,3285,3387,0,2.5,13.6363636363636,3.08740601503759,6.36654135338346
u_n_p_u_n_u_ap_bs__ap__bs,7.275,7,30,3285,3387,0,2.5,13.6363636363636,3.08740601503759,6.36654135338346
u_p_p_n_u_n_ar_ap__ar_ap__bs,7.275,7,30,3285,3387,0,2.5,13.6363636363636,3.08740601503759,6.36654135338346
u_p_p_n_u_u_ar_ap__not__not,7.275,6,30,3287,3389,0,2.14285714285714,13.6363636363636,3.08928571428571,6.3703007518797
n_p_p_n_u_u_ar_ap__not__not,7.275,6,30,3287,3389,0,2.14285714285714,13.6363636363636,3.08928571428571,6.3703007518797
u_p_p_n_n_n_bs__ar__bs,7.275,7,30,3382,3493,0,2.5,13.6363636363636,3.17857142857143,6.56578947368421
p_p_p_u_u_n_ar_ap_bs__ar_ap__ar_bs,7.275,7,30,3587,3548,0,2.5,13.6363636363636,3.37124060150376,6.66917293233083
p_p_p_u_u_u_ar__not__ar_bs,7.275,7,30,3587,3548,0,2.5,13.6363636363636,3.37124060150376,6.66917293233083
p_u_p_u_u_n_ar_ap__not__ar_bs,7.275,7,30,3587,3548,0,2.5,13.6363636363636,3.37124060150376,6.66917293233083
n_u_p_u_n_n_ap_bs__ap__ar_bs,7.275,7,30,3587,3548,0,2.5,13.6363636363636,3.37124060150376,6.66917293233083
u_p_p_n_u_n_not__ar__ar_bs,7.275,7,30,3587,3548,0,2.5,13.6363636363636,3.37124060150376,6.66917293233083
p_n_p_u_u_u_ap_bs__ap__ar_bs,7.275,7,30,3587,3548,0,2.5,13.6363636363636,3.37124060150376,6.66917293233083
u_p_p_u_u_n_ap_bs__ap__ar,7.275,6,30,3586,3559,0,2.14285714285714,13.6363636363636,3.3703007518797,6.68984962406015
p_n_p_u_n_n_ap_bs__ar__ar,7.275,6,30,3586,3559,0,2.14285714285714,13.6363636363636,3.3703007518797,6.68984962406015
n_u_p_n_u_u_ar__not__ar,7.275,6,30,3586,3559,0,2.14285714285714,13.6363636363636,3.3703007518797,6.68984962406015
p_u_p_u_u_u_ap_bs__ar_ap__ar,7.275,6,30,3586,3559,0,2.14285714285714,13.6363636363636,3.3703007518797,6.68984962406015
p_p_p_n_u_u_bs__not__ar_bs,7.275,7,30,3684,3654,0,2.5,13.6363636363636,3.46240601503759,6.86842105263158
u_n_p_n_n_u_bs__ar_ap__ar_bs,7.275,7,30,3684,3654,0,2.5,13.6363636363636,3.46240601503759,6.86842105263158
u_u_u_u_n_u_ar__ar_ap__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_p_n_n_p_u_ap__not__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_n_p_n_p_u_not__ar_ap__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_u_u_u_p_n_ar__not__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_n_n_n_p_u_ap_bs__not__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_u_p_n_p_n_not__ar__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_n_n_u_p_n_ar_bs__ar__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
p_p_u_n_p_u_not__ar_ap__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_n_n_n_p_n_not__not__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_n_p_p_p_u_ap_bs__ap__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_u_n_n_u_u_ap__not__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
p_p_p_p_p_u_ap_bs__ap__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_n_u_p_p_n_not__ap__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
p_p_u_p_p_u_ap_bs__not__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_n_u_n_p_u_ar__ar_ap__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_n_n_u_p_n_ar_ap__ar__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
p_p_u_p_p_u_ap__ar__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
p_u_p_p_p_u_ar_bs__ap__ar_ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_u_u_u_n_u_ar_bs__ar__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_u_u_p_p_u_ap_bs__not__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_n_n_u_n_u_ap__ar__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
u_u_u_n_p_n_ap__ar_ap__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_p_n_p_p_n_ap_bs__ar_ap__ap_bs,7.275,8,41,4266,4074,0,2.85714285714286,18.6363636363636,4.0093984962406,7.65789473684211
n_u_n_u_n_u_ap_bs__not__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_n_n_u_p_n_not__ap__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_p_n_n_p_n_ar__ap__ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
p_p_u_n_p_n_ar__ar__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_u_u_n_p_n_ap_bs__ap__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_u_n_u_p_n_ar__ar_ap__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_p_n_p_p_u_ar_ap__ar_ap__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_p_u_u_p_u_ap_bs__ar__ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_n_u_u_p_n_ar_ap_bs__not__ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_u_n_p_p_n_ar_bs__ar_ap__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_n_u_u_p_n_ar_ap__ap__ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_u_u_n_n_u_ap_bs__not__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
p_p_p_p_p_u_ap_bs__ar_ap__ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_n_p_p_p_u_ar_bs__not__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_p_n_u_p_u_ar_ap_bs__ar__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
p_p_u_n_p_n_not__ap__ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_p_p_n_p_u_ap_bs__ar__ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_u_u_u_p_n_ar__ar_ap__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_u_u_p_p_n_ap_bs__ar_ap__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_n_n_u_p_u_ar_ap_bs__ar__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
n_u_u_n_p_n_ar__not__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_p_p_p_p_u_ar_bs__not__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_u_u_u_n_u_ar_bs__not__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
u_p_p_u_p_n_ap_bs__ar__ar_ap,7.275,6,41,4270,4076,0,2.14285714285714,18.6363636363636,4.01315789473684,7.66165413533835
p_p_u_u_n_p_ar_ap_bs__ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_p_p_u_p_p_ar_ap_bs__ar_ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_u_n_n_n_n_ar_ap__not__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_n_p_u_p_p_ap_bs__not__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_n_n_u_u_p_ar_bs__ar_ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_n_n_n_n_n_ar__ar__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_n_p_u_n_p_ar__ar_ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_n_n_n_u_n_ar_ap_bs__not__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_p_p_p_u_p_ap_bs__ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_n_n_n_u_n_ap__ar__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_n_u_u_n_n_ar_ap_bs__ar_ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
p_p_u_p_n_p_ar_ap_bs__ar__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_n_n_p_u_p_ap_bs__ar__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_u_u_u_n_p_ap_bs__ar__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_p_u_u_n_p_not__ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_n_u_n_p_p_ar_ap__ar_ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_p_p_n_u_p_ar__ar_ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_n_n_p_n_p_not__ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_u_n_n_u_n_ap__ar__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_u_n_n_n_n_ar__not__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_p_n_n_n_p_ar__ar_ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_n_u_u_n_p_ar__ar_ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
p_n_u_p_p_p_ar__ar_ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
p_u_p_n_n_p_ar_bs__ar_ap__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_p_u_p_u_p_ap_bs__not__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
u_u_u_p_u_p_ar_bs__ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
n_n_n_u_n_n_ar_ap_bs__ar_ap__ar_ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
p_u_p_p_u_p_ar_ap__ar__ap_bs,7.275,8,41,4371,4134,0,2.85714285714286,18.6363636363636,4.10808270676692,7.77067669172932
